City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,malvan,16.0667,73.4667,27.21,83,79,1.22,IN,1697492934
283,oyama,36.3,139.8,18.1,74,0,1.46,JP,1697492935
284,uturoa,-16.7333,-151.4333,25.59,79,55,6.26,PF,1697492935
285,faya-largeau,17.9257,19.1043,29.54,20,62,5.2,TD,1697492935
286,rouyn-noranda,48.2398,-79.0288,12.05,54,20,5.66,CA,1697492929
287,twin falls,42.3505,-114.6445,25.19,21,0,4.12,US,1697492935
288,mildura,-34.2,142.15,10.6,77,0,5.68,AU,1697492935
289,antofagasta,-23.65,-70.4,17.6,77,19,2.95,CL,1697492859
290,camana,-16.6228,-72.7111,19.82,77,33,2.7,PE,1697492936
291,coquimbo,-29.9533,-71.3436,16.85,67,0,6.17,CL,1697492936
292,strugi-krasnyye,58.2675,29.1114,3.19,85,55,4.45,RU,1697492936
293,merizo village,13.2658,144.6691,27.85,91,100,3.81,GU,1697492644
294,ponta delgada,37.7333,-25.6667,20.66,77,40,4.02,PT,1697492836
295,mimarsinan,41.0032,28.5377,12.77,67,61,6.65,TR,1697492937
296,newman,37.3138,-121.0208,28.49,45,98,2.68,US,1697492671
297,kapa'a,22.0752,-159.319,29.18,71,20,5.14,US,1697492937
298,kasba tadla,32.5977,-6.2684,22.74,43,43,1.56,MA,1697492938
299,lienz,46.8289,12.769,5.1,69,89,1.2,AT,1697492938
300,kudahuvadhoo,2.6708,72.8944,27.87,75,28,7.86,MV,1697492938
301,port macquarie,-31.4333,152.9167,17.72,60,36,6.83,AU,1697492938
302,ravar,31.2656,56.8055,20.95,24,1,2.41,IR,1697492938
303,george town,5.4112,100.3354,26.96,89,20,1.54,MY,1697492938
304,crane,31.3974,-102.3501,23.08,26,0,2.21,US,1697492939
305,cidreira,-30.1811,-50.2056,19.29,97,100,7.41,BR,1697492939
306,nantucket,41.2835,-70.0995,15.08,77,75,3.09,US,1697492782
307,tam ky,15.5667,108.4833,23.65,96,100,2.81,VN,1697492939
308,springbok,-29.6643,17.8865,18.42,31,0,2.31,ZA,1697492939
309,pindiga,9.9833,10.9333,24.37,79,70,3.47,NG,1697492940
310,wilmington island,32.0036,-80.9737,18.88,59,22,3.98,US,1697492940
311,sur,22.5667,59.5289,27.07,72,0,6.02,OM,1697492940
312,kraljevo,43.7258,20.6894,4.0,100,0,0.0,RS,1697492940
313,tirano,46.2154,10.1679,12.0,88,100,0.5,IT,1697492940
314,peruibe,-24.32,-46.9983,21.75,98,90,1.2,BR,1697492941
315,ghanzi,-21.5667,21.7833,19.26,20,0,5.29,BW,1697492941
316,siwa oasis,29.2041,25.5195,23.41,38,0,2.76,EG,1697492941
317,san antonio de pale,-1.4014,5.6325,25.48,82,97,5.53,GQ,1697492941
318,alofi,-19.0595,-169.9187,24.94,65,75,9.77,NU,1697492942
319,puerto baquerizo moreno,-0.9,-89.6,27.55,65,75,5.14,EC,1697492651
320,kerikeri,-35.2268,173.9474,18.28,89,21,0.89,NZ,1697492942
321,murun-kuren,49.6342,100.1625,-1.56,73,4,2.45,MN,1697492942
322,samus',56.7475,84.6992,6.88,84,100,4.56,RU,1697492942
323,ambodifotatra,-16.9833,49.85,24.8,85,81,5.42,MG,1697492943
324,lepsy,46.235,78.9456,7.94,59,3,5.28,KZ,1697492943
325,novodvinsk,64.4165,40.8122,3.77,78,89,4.56,RU,1697492943
326,richards bay,-28.783,32.0377,18.53,94,100,0.52,ZA,1697492943
327,kuala terengganu,5.3302,103.1408,25.97,94,20,1.03,MY,1697492944
328,pasni,25.2631,63.471,25.85,85,1,4.5,PK,1697492944
329,brigantine,39.4101,-74.3646,16.12,71,0,5.14,US,1697492924
330,mahina,-17.5065,-149.489,29.87,62,20,3.09,PF,1697492944
331,georgetown,5.4112,100.3354,26.96,89,20,1.54,MY,1697492835
332,rexburg,43.826,-111.7897,21.99,29,0,1.54,US,1697492945
333,cedeira,43.6797,-8.0209,19.66,83,88,3.56,ES,1697492945
334,mount isa,-20.7333,139.5,22.87,27,4,9.26,AU,1697492945
335,laguna,38.421,-121.4238,29.13,38,0,2.06,US,1697492945
336,buala,-8.145,159.5921,28.14,75,99,1.13,SB,1697492945
337,north platte,41.1239,-100.7654,21.73,34,0,3.13,US,1697492946
338,zouerate,22.7187,-12.4521,30.01,25,84,3.29,MR,1697492946
339,springfield,37.2153,-93.2982,16.73,57,0,5.81,US,1697492703
340,ostersund,63.1792,14.6357,2.25,93,71,2.06,SE,1697492946
341,cabedelo,-6.9811,-34.8339,25.37,76,24,6.28,BR,1697492946
342,abra pampa,-22.7205,-65.697,18.45,32,91,5.76,AR,1697492946
343,coahuayana de hidalgo,18.7,-103.6583,29.31,80,66,2.12,MX,1697492947
344,fedorovskiy,45.0972,40.9517,11.07,84,100,9.39,RU,1697492947
345,kichmengskiy gorodok,59.9816,45.7854,7.75,80,100,4.47,RU,1697492947
346,araguaina,-7.1911,-48.2072,33.03,28,95,1.9,BR,1697492796
347,namsos,64.4662,11.4957,4.03,87,100,4.12,NO,1697492947
348,debre birhan,9.6833,39.5333,9.72,68,100,2.39,ET,1697492948
349,kyaka,-1.2522,31.4203,17.53,97,100,1.17,TZ,1697492948
350,kerema,-7.9631,145.7785,25.94,84,95,0.57,PG,1697492948
351,taksimo,56.3444,114.8794,0.95,82,100,0.89,RU,1697492948
352,lashio,22.9333,97.75,15.18,98,41,0.67,MM,1697492948
353,saudarkrokur,65.7461,-19.6394,2.24,90,100,0.47,IS,1697492949
354,bonthe,7.5264,-12.505,25.28,88,84,2.19,SL,1697492949
355,santa ana,33.7456,-117.8678,37.45,50,20,3.6,US,1697492842
356,severo-yeniseyskiy,60.3725,93.0408,0.88,90,100,4.02,RU,1697492949
357,lapa,-25.7697,-49.7158,19.16,94,100,1.19,BR,1697492949
358,panaba,21.2833,-88.2667,24.93,74,79,5.87,MX,1697492950
359,lata,40.1629,-8.3327,22.67,76,97,5.82,PT,1697492950
360,yilan,24.757,121.753,23.9,78,100,1.27,TW,1697492950
361,popondetta,-8.7537,148.2534,24.58,90,99,0.96,PG,1697492950
362,nar'yan-mar,67.6713,53.087,3.95,93,100,5.81,RU,1697492950
363,butembo,0.15,29.2833,14.23,98,100,0.77,CD,1697492951
364,quezon,7.7303,125.0989,22.28,93,64,0.52,PH,1697492951
365,wodonga,-36.1167,146.8833,11.09,100,7,1.88,AU,1697492951
366,istmina,5.1605,-76.684,25.91,92,86,0.23,CO,1697492951
367,villa huidobro,-34.8383,-64.5869,22.82,23,0,7.35,AR,1697492951
368,derzhavinsk,51.1,66.3167,10.0,64,12,3.51,KZ,1697492952
369,thunder bay,48.4001,-89.3168,11.99,50,20,3.09,CA,1697492877
370,planadas,3.197,-75.6451,31.24,67,86,1.3,CO,1697492952
371,sa'dah,16.9402,43.7639,17.65,36,1,1.24,YE,1697492952
372,gobabis,-22.45,18.9667,17.63,18,0,5.82,NA,1697492952
373,mar del plata,-38.0023,-57.5575,15.01,83,0,4.63,AR,1697492953
374,hasaki,35.7333,140.8333,13.22,68,0,4.29,JP,1697492953
375,enewetak,11.3474,162.3373,28.9,76,12,7.34,MH,1697492953
376,sitka,57.0531,-135.33,13.94,62,100,7.2,US,1697492953
377,alice springs,-23.7,133.8833,14.75,44,0,3.09,AU,1697492954
378,labytnangi,66.6572,66.4183,0.97,97,100,2.22,RU,1697492954
379,luanco,43.6152,-5.7934,19.45,91,81,3.67,ES,1697492954
380,pitimbu,-7.4706,-34.8086,25.33,73,49,5.68,BR,1697492954
381,boyolangu,-8.1181,111.8935,23.69,92,86,1.79,ID,1697492954
382,kalevala,65.2,31.1667,1.72,99,100,2.68,RU,1697492955
383,illizi,26.4833,8.4667,25.89,21,53,3.33,DZ,1697492955
384,isla mujeres,21.2311,-86.731,28.03,69,77,7.54,MX,1697492955
385,rongelap,11.1635,166.8941,28.73,75,100,8.41,MH,1697492955
386,jaisalmer,26.9147,70.9181,25.73,63,54,3.56,IN,1697492955
387,yaren,-0.5472,166.916,28.28,75,100,6.07,NR,1697492956
388,taoudenni,22.6783,-3.9836,31.36,15,100,3.16,ML,1697492956
389,nezhinka,51.7676,55.3694,8.28,81,0,3.0,RU,1697492956
390,sorong,-0.8833,131.25,25.32,87,30,2.06,ID,1697492956
391,santa cruz,-17.8,-63.1667,34.7,43,20,8.75,BO,1697492956
392,mega,4.05,38.3,17.65,74,93,2.91,ET,1697492957
393,mindelo,16.8901,-24.9804,27.75,69,20,8.23,CV,1697492957
394,riyadh,24.6877,46.7219,27.08,18,0,4.36,SA,1697492710
395,tual,-5.6667,132.75,26.6,82,32,4.45,ID,1697492957
396,zyryanskoye,56.8306,86.6258,6.92,83,100,7.68,RU,1697492957
397,flying fish cove,-10.4217,105.6791,25.82,88,75,4.63,CX,1697492958
398,lazaro cardenas,17.9583,-102.2,29.13,75,71,2.52,MX,1697492958
399,fort bragg,35.139,-79.006,16.75,53,100,2.57,US,1697492958
400,sevilla la nueva,40.3478,-4.0273,18.54,85,100,0.45,ES,1697492958
401,arish,31.1316,33.7984,21.1,78,0,1.54,EG,1697492958
402,hartsville,34.374,-80.0734,18.27,53,100,5.66,US,1697492856
403,bayanhongor,46.7167,100.1167,-3.86,50,81,1.8,MN,1697492959
404,north bend,43.4065,-124.2243,20.13,88,100,5.14,US,1697492959
405,merritt,50.1123,-120.7942,17.96,57,100,2.68,CA,1697492959
406,sumbe,-11.2061,13.8437,23.53,84,98,1.38,AO,1697492959
407,mili,6.0815,171.735,28.77,72,99,2.96,MH,1697492960
408,wanning,18.8003,110.3967,25.06,93,100,7.31,CN,1697492960
409,winchester,51.0651,-1.3187,10.82,82,0,5.14,GB,1697492905
410,ilulissat,69.2167,-51.1,-6.99,79,100,9.26,GL,1697492960
411,obama,35.4958,135.746,16.09,81,9,0.84,JP,1697492960
412,kuvshinovo,57.0295,34.1725,1.7,90,17,2.72,RU,1697492961
413,ola,59.5833,151.2833,2.86,92,100,2.9,RU,1697492961
414,tsaratanana,-16.7833,47.65,24.72,84,100,0.53,MG,1697492961
415,gadani,25.1185,66.7299,27.12,79,10,6.33,PK,1697492961
416,nadym,65.5333,72.5167,1.52,97,100,2.86,RU,1697492961
417,yemetsk,63.4721,41.7941,3.03,85,90,3.61,RU,1697492961
418,kailua-kona,19.6406,-155.9956,28.11,82,75,4.12,US,1697492935
419,nuku'alofa,-21.1333,-175.2,25.19,78,20,7.2,TO,1697492962
420,oral,51.2333,51.3667,6.99,70,0,8.0,KZ,1697492962
421,gereshk,31.8209,64.5701,14.53,26,0,2.11,AF,1697492963
422,qashyr,53.0675,76.1036,8.7,88,100,3.43,KZ,1697492963
423,ambon,-3.6954,128.1814,27.71,95,40,2.06,ID,1697492963
424,guacui,-20.7756,-41.6794,21.67,87,29,1.39,BR,1697492963
425,brookings,44.3114,-96.7984,16.17,47,0,2.57,US,1697492688
426,goundi,9.3627,17.366,22.45,84,52,2.2,TD,1697492963
427,quellon,-43.1167,-73.6167,9.89,70,4,5.21,CL,1697492964
428,maiurno,13.4167,33.6667,25.65,75,100,6.71,SD,1697492964
429,smidovich,48.6,133.8167,0.48,71,16,3.03,RU,1697492964
430,ad dilam,23.9915,47.1627,29.23,14,0,4.97,SA,1697492965
431,doka,13.5167,35.7667,22.16,86,74,3.9,SD,1697492965
432,fonte boa,-2.4959,-66.2662,24.26,93,100,3.31,BR,1697492965
433,normal,40.5142,-88.9906,15.58,69,100,4.12,US,1697492716
434,mocimboa,-11.3167,40.35,23.6,94,16,2.19,MZ,1697492965
435,robore,-18.3333,-59.75,39.05,37,20,9.77,BO,1697492966
436,gisborne,-38.6533,178.0042,19.25,61,100,4.72,NZ,1697492856
437,hemsby,52.6971,1.6918,10.21,93,100,6.27,GB,1697492966
438,tarauaca,-8.1614,-70.7656,28.12,68,59,0.3,BR,1697492966
439,shahin dezh,36.6793,46.5669,12.13,71,4,1.45,IR,1697492966
440,badger,64.8,-147.5333,8.23,75,75,3.09,US,1697492967
441,miri,4.4148,114.0089,24.08,94,40,1.54,MY,1697492967
442,luza,60.6308,47.2512,6.39,92,100,1.25,RU,1697492967
443,lompoc,34.6391,-120.4579,30.08,71,40,5.66,US,1697492678
444,talcher,20.95,85.2167,22.69,77,10,0.99,IN,1697492967
445,paracuru,-3.41,-39.0306,27.28,75,8,5.97,BR,1697492968
446,ritchie,-29.038,24.6028,13.56,58,0,7.17,ZA,1697492968
447,auki,-8.7676,160.7034,27.16,83,100,0.64,SB,1697492968
448,south venice,27.0531,-82.4243,22.22,63,100,9.26,US,1697492968
449,kunming,25.0389,102.7183,11.96,94,40,2.0,CN,1697492968
450,nemuro,43.3236,145.575,8.82,67,52,12.42,JP,1697492969
451,kayangel,8.0823,134.7173,27.91,76,32,1.99,PW,1697492969
452,yerofey pavlovich,53.9667,121.9667,-0.87,56,100,1.15,RU,1697492969
453,xai-xai,-25.0519,33.6442,19.1,96,96,2.07,MZ,1697492969
454,loch garman,52.3342,-6.4575,11.61,90,100,8.05,IE,1697492720
455,anloga,5.7947,0.8973,26.34,82,99,5.09,GH,1697492970
456,ar rumaythah,31.5263,45.2025,25.13,32,0,3.39,IQ,1697492970
457,road town,18.4167,-64.6167,30.02,74,40,2.57,VG,1697492970
458,chateaubriant,47.7167,-1.3833,9.84,43,100,6.25,FR,1697492970
459,yangambi,0.8102,24.4336,20.93,98,99,1.23,CD,1697492971
460,serafimovich,49.5786,42.736,14.23,77,100,9.82,RU,1697492971
461,new plymouth,-39.0667,174.0833,16.56,95,100,6.28,NZ,1697492854
462,puerto san jose,13.9256,-90.8244,26.92,83,93,0.96,GT,1697492971
463,sinop,41.7711,34.8709,9.66,93,100,2.55,TR,1697492854
464,ballston spa,43.0009,-73.849,14.69,72,95,1.34,US,1697492971
465,sumbuya,7.6467,-11.9611,23.78,96,95,1.23,SL,1697492972
466,broome,42.2506,-75.833,12.32,92,96,0.45,US,1697492972
467,saint-philippe,-21.3585,55.7679,23.77,86,90,1.81,RE,1697492972
468,nizhneudinsk,54.9076,99.0276,3.9,96,100,2.68,RU,1697492972
469,callao,-12.0667,-77.15,20.16,77,75,4.12,PE,1697492972
470,kendari,-3.945,122.4989,23.77,87,55,1.4,ID,1697492973
471,glen innes,-29.7333,151.7333,11.32,35,0,4.52,AU,1697492973
472,boguchany,58.3814,97.4531,2.7,92,100,3.58,RU,1697492973
473,haiku-pauwela,20.9219,-156.3051,28.98,68,40,10.29,US,1697492973
474,koch'ang,35.4333,126.7,10.64,76,0,1.52,KR,1697492973
475,katsuura,35.1333,140.3,18.77,77,0,3.39,JP,1697492974
476,bulanash,57.2783,61.9965,8.29,92,17,3.23,RU,1697492974
477,tsumeb,-19.2333,17.7167,24.9,10,5,4.27,NA,1697492974
478,bontang,0.1333,117.5,25.68,88,31,2.18,ID,1697492974
479,dhrangadhra,22.9833,71.4667,26.43,67,3,2.96,IN,1697492833
480,stuarts draft,38.0301,-79.0336,13.01,50,100,3.09,US,1697492975
481,arinos,-15.9169,-46.1056,29.96,30,7,1.82,BR,1697492975
482,zykovo,55.9519,93.1461,6.33,69,100,4.92,RU,1697492975
483,meadow lake,34.8014,-106.5436,26.49,25,0,2.96,US,1697492975
484,cabo san lucas,22.8909,-109.9124,34.23,58,0,3.6,MX,1697492837
485,obo,5.3998,26.4869,19.81,93,100,1.18,CF,1697492976
486,varpalota,47.1994,18.1395,5.91,57,6,0.95,HU,1697492976
487,lido di ostia,41.7321,12.2765,18.71,68,20,3.6,IT,1697492976
488,harper,4.375,-7.7169,24.77,89,97,3.42,LR,1697492976
489,haimen,23.1935,116.6142,19.94,65,93,8.69,CN,1697492976
490,quibdo,5.6947,-76.6611,29.19,74,40,4.12,CO,1697492977
491,dhalie,13.6957,44.7314,21.04,64,38,0.41,YE,1697492977
492,al jahra',29.3375,47.6581,30.31,31,1,5.98,KW,1697492977
493,montecanal,41.6297,-0.9387,19.16,76,0,3.09,ES,1697492977
494,palmer,42.1584,-72.3287,13.37,76,75,4.63,US,1697492762
495,mudgee,-32.5943,149.5871,11.55,45,0,4.02,AU,1697492977
496,at taj,24.2049,23.2857,21.4,27,0,3.85,LY,1697492978
497,kapuskasing,49.4169,-82.4331,8.05,71,20,4.12,CA,1697492978
498,essaouira,31.5125,-9.77,26.72,50,75,0.51,MA,1697492978
499,diamantino,-14.4086,-56.4461,33.98,28,79,2.08,BR,1697492978
500,timimoun,29.2639,0.231,27.21,14,0,1.03,DZ,1697492978
501,vicuna,-30.0319,-70.7081,28.21,20,11,2.57,CL,1697492979
502,hinton,53.4001,-117.5857,11.32,66,100,0.73,CA,1697492979
503,touros,-5.1989,-35.4608,25.23,78,54,8.6,BR,1697492845
504,akureyri,65.6835,-18.0878,1.96,93,75,2.06,IS,1697492979
505,beaufort west,-32.3567,22.583,13.41,83,38,4.52,ZA,1697492979
506,aldinga beach,-35.2793,138.4604,12.04,68,0,3.71,AU,1697492980
507,kincardine,56.0667,-3.7167,6.99,90,49,0.61,GB,1697492980
508,talnakh,69.4865,88.3972,-0.44,97,100,2.27,RU,1697492980
509,takab,36.4009,47.1133,9.1,79,31,2.89,IR,1697492980
510,ciudad pemex,17.9,-92.5,29.03,88,100,2.11,MX,1697492980
511,kilgore,32.3863,-94.8758,19.35,37,0,4.63,US,1697492752
512,kaset wisai,15.6556,103.5836,21.85,87,72,3.0,TH,1697492981
513,felipe carrillo puerto,19.5833,-88.05,28.83,51,100,2.62,MX,1697492981
514,panama city beach,30.1766,-85.8055,21.07,46,20,4.63,US,1697492981
515,argostolion,38.1811,20.489,18.75,53,11,2.92,GR,1697492982
516,annau,37.8876,58.516,11.72,66,29,2.06,TM,1697492982
517,punta alta,-38.8759,-62.0736,15.04,65,0,8.06,AR,1697492717
518,pemba,-12.974,40.5178,25.42,86,24,6.15,MZ,1697492982
519,cuatro cienegas de carranza,26.9833,-102.0833,22.34,33,0,3.9,MX,1697492982
520,manokwari,-0.8667,134.0833,26.47,75,82,1.59,ID,1697492983
521,codrington,-38.2667,141.9667,10.37,68,0,2.09,AU,1697492983
522,key west,24.5557,-81.7826,28.33,59,75,8.23,US,1697492921
523,videle,44.2781,25.5244,8.19,46,55,2.41,RO,1697492983
524,narrabri,-30.3167,149.7833,15.29,39,0,3.58,AU,1697492983
525,colonia,50.9333,6.95,8.81,88,0,2.06,DE,1697492984
526,natchez,31.5604,-91.4032,20.14,34,0,5.66,US,1697492984
527,nizhniy ingash,56.2,96.53,3.54,94,100,5.34,RU,1697492984
528,ballycastle,55.2044,-6.243,7.52,82,7,3.36,GB,1697492984
529,lagoa,39.05,-27.9833,19.58,82,40,5.74,PT,1697492984
530,ha'il,27.5219,41.6907,23.01,38,0,3.09,SA,1697492985
531,xiva,41.3783,60.3639,6.99,27,0,4.53,UZ,1697492985
532,tosontsengel,48.7567,98.2839,-4.08,84,3,1.77,MN,1697492985
533,enchanted hills,35.3368,-106.593,26.11,21,0,4.47,US,1697492985
534,masuguru,-11.3667,38.4167,25.65,71,12,3.59,TZ,1697492985
535,karystos,38.0133,24.4161,19.44,79,26,6.48,GR,1697492986
536,bochum,51.4833,7.2167,8.16,80,99,1.47,DE,1697492986
537,saldanha,-33.0117,17.9442,20.03,75,4,3.0,ZA,1697492986
538,kribi,2.95,9.9167,24.8,93,100,3.1,CM,1697492986
539,topolobampo,25.6,-109.05,33.43,51,2,5.37,MX,1697492986
540,berezovskiy,55.6,86.2,7.82,85,100,6.28,RU,1697492986
541,dul'durga,50.6761,113.5931,2.94,63,44,8.49,RU,1697492987
542,egilsstadir,65.2653,-14.3948,0.95,100,75,1.03,IS,1697492987
543,louis trichardt,-23.0439,29.9032,15.45,93,100,1.86,ZA,1697492987
544,medina,24.4686,39.6142,31.24,12,0,2.57,SA,1697492927
545,vilyuysk,63.7553,121.6247,-2.12,52,100,5.36,RU,1697492988
546,bikenibeu village,1.3673,173.1241,27.98,83,75,3.6,KI,1697492988
547,ngoro,-7.6839,112.258,22.86,86,47,2.08,ID,1697492988
548,chernomorskoye,45.5039,32.6997,11.95,59,6,7.78,UA,1697492988
549,gadzhiyevo,69.2551,33.3362,3.33,73,100,13.22,RU,1697492988
550,inirida,3.8653,-67.9239,25.19,85,88,1.27,CO,1697492989
551,lerwick,60.1545,-1.1494,10.0,85,100,10.52,GB,1697492989
552,grivita,44.7333,27.2833,8.3,49,68,1.29,RO,1697492989
553,ayabaca,-4.6398,-79.7149,16.33,62,87,2.22,PE,1697492989
554,mercedes,-34.6515,-59.4307,22.7,68,75,6.23,AR,1697492990
555,jincheng,35.5022,112.8328,14.21,55,0,1.32,CN,1697492990
556,qusmuryn,52.4503,64.6311,10.27,71,17,3.52,KZ,1697492990
557,castillos,-34.1667,-53.8333,16.93,96,81,1.36,UY,1697492990
558,chulakkurgan,43.765,69.1814,7.22,62,0,2.52,KZ,1697492990
559,talodi,10.6325,30.3797,22.94,88,100,2.09,SD,1697492990
560,golaghat,26.5167,93.9667,19.92,95,13,0.25,IN,1697492991
561,lospalos,-8.5186,127.0025,21.77,82,74,1.45,TL,1697492991
562,totness,5.8833,-56.3167,27.71,78,92,4.87,SR,1697492991
563,tindouf,27.6711,-8.1474,28.25,20,40,3.09,DZ,1697492991
564,arba minch,6.0333,37.55,19.01,93,100,1.39,ET,1697492991
565,livramento do brumado,-13.6431,-41.8406,26.81,41,3,3.28,BR,1697492992
566,lucapa,-8.4192,20.7447,20.94,85,93,1.74,AO,1697492992
567,lorengau,-2.0226,147.2712,28.43,73,100,2.2,PG,1697492992
